"sentence","verb","frame","voice","polarity","conditional","Mean","low.ci","high.ci","SD","C"
"A particular person wasn\'t gone to do a particular thing.","go","to_VPeventive","passive","negative","False",0.4,0.10125,0.1,0.210818510677892,10
"A particular person wasn\'t gossipped to have a particular thing.","gossip","to_VPstative","passive","negative","False",0.55,0.05,0.1,0.158113883008419,10
"A particular person wasn\'t granted to do a particular thing.","grant","to_VPeventive","passive","negative","False",0.2,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t gratified to do a particular thing.","gratify","to_VPeventive","passive","negative","False",0.75,0.20125,0.2,0.353553390593274,10
"A particular person wasn\'t gratified to have a particular thing.","gratify","to_VPstative","passive","negative","False",0.8,0.3,0.2,0.421637021355784,10
"A particular person wasn\'t guaranteed to do a particular thing.","guarantee","to_VPeventive","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t guaranteed to have a particular thing.","guarantee","to_VPstative","passive","negative","False",0.5,0,0,0,10
"A particular person wasn\'t guided to do a particular thing.","guide","to_VPeventive","passive","negative","False",0.2,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t harassed to do a particular thing.","harass","to_VPeventive","passive","negative","False",0.55,0.05,0.1,0.158113883008419,10
"A particular person wasn\'t hastened to do a particular thing.","hasten","to_VPeventive","passive","negative","False",0.5,0,0,0,10
"A particular person wasn\'t heard to have a particular thing.","hear","to_VPstative","passive","negative","False",0.5,0,0,0,10
"A particular person wasn\'t heartened to have a particular thing.","hearten","to_VPstative","passive","negative","False",0.55,0.25,0.25,0.437797517885457,10
"A particular person wasn\'t helped to do a particular thing.","help","to_VPeventive","passive","negative","False",0.6,0.1,0.15,0.210818510677892,10
"A particular person wasn\'t hinted to have a particular thing.","hint","to_VPstative","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t hired to do a particular thing.","hire","to_VPeventive","passive","negative","False",0,0,0,0,10
"A particular person wasn\'t horrified to do a particular thing.","horrify","to_VPeventive","passive","negative","False",0.65,0.1,0.15,0.241522945769824,10
"A particular person wasn\'t horrified to have a particular thing.","horrify","to_VPstative","passive","negative","False",0.85,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t hounded to do a particular thing.","hound","to_VPeventive","passive","negative","False",0.5,0,0,0,10
"A particular person wasn\'t hounded to have a particular thing.","hound","to_VPstative","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t humbled to do a particular thing.","humble","to_VPeventive","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t humbled to have a particular thing.","humble","to_VPstative","passive","negative","False",0.75,0.25,0.25,0.424918292799399,10
"A particular person wasn\'t humiliated to have a particular thing.","humiliate","to_VPstative","passive","negative","False",0.75,0.15,0.15,0.263523138347365,10
"A particular person wasn\'t hurt to have a particular thing.","hurt","to_VPstative","passive","negative","False",0.75,0.15,0.15,0.263523138347365,10
"A particular person wasn\'t identified to have a particular thing.","identify","to_VPstative","passive","negative","False",0.35,0.2,0.2,0.337474278855276,10
"A particular person wasn\'t imagined to do a particular thing.","imagine","to_VPeventive","passive","negative","False",0.444444444444444,0.111111111111111,0.0555555555555556,0.166666666666667,9
"A particular person wasn\'t imagined to have a particular thing.","imagine","to_VPstative","passive","negative","False",0.45,0.15,0.15,0.283823106098773,10
"A particular person wasn\'t implied to have a particular thing.","imply","to_VPstative","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t incited to do a particular thing.","incite","to_VPeventive","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t included to do a particular thing.","include","to_VPeventive","passive","negative","False",0.1,0.1,0.15,0.210818510677892,10
"A particular person wasn\'t indicated to have a particular thing.","indicate","to_VPstative","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t induced to do a particular thing.","induce","to_VPeventive","passive","negative","False",0.277777777777778,0.166666666666667,0.166666666666667,0.263523138347365,9
"A particular person wasn\'t induced to have a particular thing.","induce","to_VPstative","passive","negative","False",0.4,0.2,0.2,0.316227766016838,10
"A particular person wasn\'t influenced to do a particular thing.","influence","to_VPeventive","passive","negative","False",0.3,0.2,0.2,0.349602949390051,10
"A particular person wasn\'t informed to do a particular thing.","inform","to_VPeventive","passive","negative","False",0.222222222222222,0.166666666666667,0.166666666666667,0.263523138347365,9
"A particular person wasn\'t infuriated to do a particular thing.","infuriate","to_VPeventive","passive","negative","False",0.7,0.25,0.2,0.349602949390051,10
"A particular person wasn\'t infuriated to have a particular thing.","infuriate","to_VPstative","passive","negative","False",0.7,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t insisted to have a particular thing.","insist","to_VPstative","passive","negative","False",0.5,0,0,0,10
"A particular person wasn\'t inspired to do a particular thing.","inspire","to_VPeventive","passive","negative","False",0.25,0.15,0.15,0.263523138347365,10
"A particular person wasn\'t inspired to have a particular thing.","inspire","to_VPstative","passive","negative","False",0.15,0.1,0.15,0.241522945769824,10
"A particular person wasn\'t instructed to do a particular thing.","instruct","to_VPeventive","passive","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t instructed to have a particular thing.","instruct","to_VPstative","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t insured to do a particular thing.","insure","to_VPeventive","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t intended to have a particular thing.","intend","to_VPstative","passive","negative","False",0.55,0.05,0.1,0.158113883008419,10
"A particular person wasn\'t interested to do a particular thing.","interest","to_VPeventive","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t interested to have a particular thing.","interest","to_VPstative","passive","negative","False",0.25,0.15,0.15,0.263523138347365,10
"A particular person wasn\'t interpreted to have a particular thing.","interpret","to_VPstative","passive","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t interviewed to do a particular thing.","interview","to_VPeventive","passive","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t intimated to do a particular thing.","intimate","to_VPeventive","passive","negative","False",0.55,0.15,0.15,0.283823106098773,10
"A particular person wasn\'t intimidated to do a particular thing.","intimidate","to_VPeventive","passive","negative","False",0.35,0.2,0.2,0.337474278855276,10
"A particular person wasn\'t intrigued to do a particular thing.","intrigue","to_VPeventive","passive","negative","False",0.35,0.15,0.1,0.241522945769824,10
"A particular person wasn\'t invigorated to do a particular thing.","invigorate","to_VPeventive","passive","negative","False",0.35,0.2,0.2,0.337474278855276,10
"A particular person wasn\'t invigorated to have a particular thing.","invigorate","to_VPstative","passive","negative","False",0.5,0.25,0.25,0.408248290463863,10
"A particular person wasn\'t invited to do a particular thing.","invite","to_VPeventive","passive","negative","False",0.15,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t invited to have a particular thing.","invite","to_VPstative","passive","negative","False",0.3,0.2,0.2,0.34960294939005,10
"A particular person wasn\'t irked to do a particular thing.","irk","to_VPeventive","passive","negative","False",0.65,0.2,0.2,0.337474278855276,10
"A particular person wasn\'t irked to have a particular thing.","irk","to_VPstative","passive","negative","False",0.8,0.2,0.15,0.349602949390051,10
"A particular person wasn\'t irritated to have a particular thing.","irritate","to_VPstative","passive","negative","False",0.9,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t joked to have a particular thing.","joke","to_VPstative","passive","negative","False",0.55,0.05,0.1,0.158113883008419,10
"A particular person wasn\'t judged to have a particular thing.","judge","to_VPstative","passive","negative","False",0.35,0.25,0.25,0.411636301174282,10
"A particular person wasn\'t known to do a particular thing.","know","to_VPeventive","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t known to have a particular thing.","know","to_VPstative","passive","negative","False",0.25,0.15,0.15,0.263523138347365,10
"A particular person wasn\'t lauded to have a particular thing.","laud","to_VPstative","passive","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t lectured to do a particular thing.","lecture","to_VPeventive","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t led to do a particular thing.","lead","to_VPeventive","passive","negative","False",0.2,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t licensed to do a particular thing.","license","to_VPeventive","passive","negative","False",0.5,0.15,0.15,0.235702260395516,10
"A particular person wasn\'t licensed to have a particular thing.","license","to_VPstative","passive","negative","False",0.5,0,0,0,10
"A particular person wasn\'t lobbied to do a particular thing.","lobby","to_VPeventive","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t made out to have a particular thing.","make_out","to_VPstative","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t made to do a particular thing.","make","to_VPeventive","passive","negative","False",0.3,0.2,0.2,0.349602949390051,10
"A particular person wasn\'t made to have a particular thing.","make","to_VPstative","passive","negative","False",0.25,0.15,0.15,0.263523138347365,10
"A particular person wasn\'t mandated to do a particular thing.","mandate","to_VPeventive","passive","negative","False",0.4,0.15,0.15,0.316227766016838,10
"A particular person wasn\'t mandated to have a particular thing.","mandate","to_VPstative","passive","negative","False",0.35,0.15,0.1,0.241522945769824,10
